Chr,Start,End,Rep.TSS,Strand,Location,GeneID,TranscriptID
KhC14,3695409,3695443,3695424,-,TSS,KH.C14.264,KH.C14.264.v1.A.ND1-1
KhC1,9059622,9059639,9059631,-,intergenic,KH.C1.206,KH.C1.206.v2.A.ND1-1
KhC8,5433350,5433350,5433350,-,TSS,KH.C8.578,KH.C8.578.v1.B.ND1-1
KhC3,2034284,2034336,2034333,-,TSS,KH.C3.268,KH.C3.268.v1.A.nonSL3-1
KhC8,5414295,5414355,5414302,+,TSS,KH.C8.506,KH.C8.506.v1.A.nonSL18-1
KhC8,882803,882803,882803,-,TSS,KH.C8.91,KH.C8.91.v1.A.nonSL1-1
KhC1,3503097,3503131,3503105,+,intergenic,KH.C1.1135,KH.C1.1135.v1.A.ND1-1
KhC5,1398417,1398524,1398478,-,TSS,KH.C5.42,KH.C5.42.v1.A.nonSL10-1
KhC11,4986946,4986946,4986946,+,TSS,KH.C11.21,KH.C11.21.v1.A.nonSL4-1
KhC3,515834,515868,515854,+,TSS,KH.C3.498,KH.C3.498.v1.C.nonSL18-1
KhC8,5162854,5162854,5162854,+,TSS,KH.C8.646,KH.C8.646.v1.A.ND1-1
KhC8,798837,798898,798844,-,intergenic,KH.C8.299,KH.C8.299.v1.A.ND1-1
KhC5,614081,614083,614081,-,intergenic,KH.C5.549,KH.C5.549.v1.B.nonSL3-1
KhC8,1124603,1124603,1124603,-,intron,KH.C8.610,KH.C8.610.v1.A.ND1-1
KhS761,17723,17725,17725,-,TSS,KH.S761.1,KH.S761.1.v3.A.nonSL2-1
KhS1531,4931,4933,4931,+,TSS,KH.S1531.2,KH.S1531.2.v1.A.nonSL3-1
KhC11,5021539,5021576,5021539,+,TSS,KH.C11.734,KH.C11.734.v1.A.ND1-1
KhL5,107680,107743,107735,+,TSS,KH.L5.3,KH.L5.3.v1.A.nonSL10-1
KhL133,13461,13494,13469,-,TSS,KH.L133.13,KH.L133.13.v1.B.nonSL21-1
KhL114,15336,15339,15336,+,intron,KH.L114.8,KH.L114.8.v1.A.SL1-1
KhC4,5110889,5111051,5110899,+,5UTR,KH.C4.230,KH.C4.230.v1.A.nonSL3-1
KhC7,2606468,2606571,2606542,-,TSS,KH.C7.94,KH.C7.94.v1.A.nonSL6-1
KhC1,9231417,9231417,9231417,+,TSS,KH.C1.29,KH.C1.29.v1.A.nonSL5-1
KhC14,1888598,1888634,1888628,+,TSS,KH.C14.24,KH.C14.24.v1.B.ND2-1
KhC1,2084241,2084245,2084245,-,intergenic,KH.C1.133,KH.C1.133.v2.A.nonSL3-1
KhC5,1882595,1882626,1882600,-,TSS,KH.C5.61,KH.C5.61.v1.A.nonSL9-2
KhS391,39098,39160,39129,-,intergenic,KH.S391.2,KH.S391.2.v2.A.ND2-1
KhC4,1772965,1772971,1772968,+,TSS,KH.C4.443,KH.C4.443.v1.A.nonSL2-1
KhL107,26121,26181,26161,-,TSS,KH.L107.10,KH.L107.10.v1.A.nonSL3-1
KhC14,1882026,1882129,1882127,-,intergenic,KH.C14.477,KH.C14.477.v1.C.ND1-1
KhC11,3972288,3972297,3972290,+,5UTR,KH.C11.23,KH.C11.23.v1.A.SL2-1
KhC3,4325389,4325420,4325389,+,intergenic,KH.C3.61,KH.C3.61.v1.A.nonSL3-1
KhC4,485559,485620,485580,+,TSS,KH.C4.49,KH.C4.49.v1.A.nonSL6-1
KhC9,1325798,1325913,1325809,+,TSS,KH.C9.335,KH.C9.335.v1.A.nonSL5-1
KhL24,206180,206180,206180,-,intron,KH.L24.20,KH.L24.20.v1.A.SL1-1
KhC9,1204470,1204473,1204471,-,TSS,KH.C9.469,KH.C9.469
KhC14,2454970,2455140,2455072,+,TSS,KH.C14.207,KH.C14.207.v1.A.nonSL4-1
KhL150,3696,3729,3711,+,TSS,KH.L150.5,KH.L150.5.v1.A.nonSL5-1
KhL134,163251,163257,163257,-,TSS,KH.L134.30,KH.L134.30.v1.A.ND1-1
KhC1,7147690,7147693,7147690,+,TSS,KH.C1.878,KH.C1.878.v1.A.nonSL2-1
KhC7,565821,565913,565847,-,TSS,KH.C7.177,KH.C7.177.v1.C.nonSL7-1
KhC7,2329454,2329542,2329487,-,TSS,KH.C7.79,KH.C7.79.v1.B.ND1-1
KhC12,3262429,3262449,3262441,-,intron,KH.C12.616,KH.C12.616.v1.A.SL1-1
KhC1,4159219,4159244,4159219,+,TSS,KH.C1.1249,KH.C1.1249.v1.A.ND1-1
KhC5,3760547,3760626,3760582,-,TSS,KH.C5.592,KH.C5.592.v1.A.ND1-1
KhL170,706518,706550,706518,-,TSS,KH.L170.12,KH.L170.12.v1.A.nonSL6-1
KhC11,530027,530061,530033,+,TSS,KH.C11.470,KH.C11.470.v1.A.nonSL2-1
KhC7,6051001,6051062,6051008,+,intron,KH.C7.703,KH.C7.703.v1.B.SL2-1
KhL96,29230,29291,29267,+,TSS,KH.L96.68,KH.L96.68.v1.A.ND1-1
KhC13,1266688,1266783,1266688,+,TAS,KH.C13.163,KH.C13.163.v1.A.SL14-2
KhC5,1314829,1314851,1314831,-,TSS,KH.C5.218,KH.C5.218.v1.A.nonSL6-1
KhC11,4420768,4420801,4420794,-,intergenic,KH.C11.644,KH.C11.644.v1.A.nonSL10-1
KhC8,4045919,4045919,4045919,-,TSS,KH.C8.309,KH.C8.309.v1.A.nonSL2-1
KhC10,835795,835836,835814,-,intron,KH.C10.301,KH.C10.301.v1.A.ND1-1
KhC1,4730455,4730459,4730455,-,TSS,KH.C1.363,KH.C1.363.v1.A.nonSL6-1
KhC7,210764,210764,210764,-,intergenic,KH.C7.18,KH.C7.18.v4.C.ND3-1
KhC10,4128949,4129006,4128984,-,TSS,KH.C10.242,KH.C10.242.v1.A.nonSL24-1
KhC5,2662669,2662678,2662673,-,intergenic,KH.C5.179,KH.C5.179.v1.B.ND1-1
KhL170,369335,369380,369347,-,TSS,KH.L170.58,KH.L170.58.v1.A.nonSL2-1
KhL95,43064,43064,43064,-,TSS,KH.L95.6,KH.L95.6.v1.A.nonSL3-1
KhL7,92337,92337,92337,+,intergenic,KH.L7.21,KH.L7.21.v1.A.nonSL5-1
KhC7,3150719,3150788,3150742,+,TSS,KH.C7.514,KH.C7.514.v1.A.nonSL3-1
KhC12,2861520,2861585,2861580,+,TSS,KH.C12.165,KH.C12.165.v1.A.nonSL4-1
KhL41,316971,316971,316971,-,TSS,KH.L41.66,KH.L41.66.v1.C.nonSL12-1
KhS1017,11898,11898,11898,-,intergenic,KH.S1017.1,KH.S1017.1.v1.A.ND1-1
KhC7,1601658,1601709,1601669,+,TSS,KH.C7.502,KH.C7.502.v1.A.ND1-1
KhC5,2161887,2161946,2161889,+,TSS,KH.C5.466,KH.C5.466.v1.A.nonSL2-1
KhC7,2837651,2837695,2837659,+,intergenic,KH.C7.366,KH.C7.366.v1.A.nonSL2-1
KhC9,5290986,5290990,5290986,+,intron,KH.C9.4,KH.C9.4.v1.A.nonSL6-1
KhL8,37384,37387,37385,+,TSS,KH.L8.15,KH.L8.15.v1.A.nonSL3-1
KhC3,3693780,3693811,3693809,+,TSS,KH.C3.557,KH.C3.557.v2.B.nonSL7-2
KhL142,45062,45065,45065,-,intergenic,KH.L142.7,KH.L142.7.v1.A.nonSL10-1
KhC9,2337407,2337452,2337423,-,TSS,KH.C9.113,KH.C9.113.v1.A.ND1-1
KhC3,830613,830653,830646,+,TSS,KH.C3.607,KH.C3.607.v1.A.nonSL3-1
KhL22,21661,21708,21708,+,5UTR,KH.L22.46,KH.L22.46.v1.A.nonSL4-1
KhS455,9563,9566,9563,+,intergenic,No_transcripts,No_transcripts
KhS606,31904,31905,31905,+,intron,KH.S606.3,KH.S606.3.v3.B.ND3-1
KhL28,38015,38090,38062,+,intergenic,KH.L28.6,KH.L28.6.v1.B.nonSL2-1
KhC14,3835873,3835880,3835873,-,5UTR,KH.C14.596,KH.C14.596.v1.A.nonSL3-1
KhC8,5558230,5558245,5558230,-,intergenic,KH.C8.707,KH.C8.707.v1.A.nonSL2-1
KhC12,1977536,1977655,1977573,-,intergenic,KH.C12.533,KH.C12.533.v1.C.ND1-1
KhC1,6391927,6391951,6391947,+,TSS,KH.C1.135,KH.C1.135.v1.A.nonSL1-1
KhL126,7926,7929,7926,+,TSS,KH.L126.3,KH.L126.3.v1.A.nonSL1-1
KhC14,3380397,3380428,3380428,-,TSS,KH.C14.404,KH.C14.404.v1.A.nonSL2-1
KhC14,3347782,3347992,3347869,-,TSS,KH.C14.443,KH.C14.443.v1.C.nonSL3-1
KhC3,5593991,5594011,5593999,+,TSS,KH.C3.36,KH.C3.36.v1.C.nonSL11-1
KhC5,4070066,4070070,4070069,+,intergenic,KH.C5.99,KH.C5.99.v1.A.ND1-1
KhC1,1062626,1062708,1062695,-,TSS,KH.C1.355,KH.C1.355.v1.A.nonSL2-1
KhC1,5455558,5455609,5455558,+,TSS,KH.C1.353,KH.C1.353.v1.A.nonSL6-1
KhC2,6035407,6035479,6035443,-,TSS,KH.C2.720,KH.C2.720.v1.A.nonSL2-1
KhC14,764185,764185,764185,+,TSS,KH.C14.386,KH.C14.386.v1.A.ND1-1
KhC9,6476418,6476454,6476424,+,intergenic,KH.C9.503,KH.C9.503.v1.A.ND1-1
KhC5,2782800,2782868,2782844,+,TSS,KH.C5.138,KH.C5.138.v1.A.nonSL4-1
KhC9,5006905,5006927,5006923,-,intergenic,KH.C9.106,KH.C9.106.v1.A.ND1-1
KhC4,5232398,5232482,5232455,-,TSS,KH.C4.12,KH.C4.12.v2.A.nonSL7-1
KhC2,2701741,2701756,2701748,-,TSS,KH.C2.383,KH.C2.383.v1.A.nonSL1-1
KhC1,4873720,4873722,4873720,-,intron,KH.C1.602,KH.C1.602.v1.A.SL1-1
KhC1,6336443,6336468,6336458,-,TAS,KH.C1.459,KH.C1.459.v1.A.SL2-1
KhC2,5311781,5311842,5311836,-,intergenic,KH.C2.1090,KH.C2.1090.v1.A.nonSL4-1
KhL24,186434,186578,186539,-,TSS,KH.L24.33,KH.L24.33.v1.A.nonSL4-1
KhC9,1471903,1471922,1471918,-,intergenic,KH.C9.105,KH.C9.105.v1.C.nonSL2-1
KhC12,5325674,5325758,5325737,+,TSS,KH.C12.420,KH.C12.420.v1.A.nonSL8-1
KhC5,4003916,4003928,4003928,+,TSS,KH.C5.504,KH.C5.504.v1.A.ND2-1
KhL24,241566,241579,241566,-,TSS,KH.L24.7,KH.L24.7.v1.A.nonSL4-1
KhS761,1620,1791,1736,+,TSS,KH.S761.3,KH.S761.3.v1.A.nonSL8-2
KhC2,6017708,6017796,6017796,-,intergenic,KH.C2.348,KH.C2.348.v3.A.nonSL15-3
KhC3,780006,780078,780043,+,5UTR,KH.C3.82,KH.C3.82.v2.A.nonSL3-1
KhC5,1753175,1753236,1753205,-,TSS,KH.C5.471,KH.C5.471.v1.A.nonSL8-1
KhC7,881362,881370,881362,+,TSS,KH.C7.469,KH.C7.469.v1.A.nonSL6-1
KhC1,3989693,3989696,3989693,+,intron,KH.C1.802,KH.C1.802.v1.A.SL3-1
KhC8,4923382,4923385,4923382,+,intergenic,KH.C8.234,KH.C8.234.v1.A.nonSL2-1
KhL51,10624,10631,10631,+,TSS,KH.L51.5,KH.L51.5.v1.A.nonSL4-1
KhC8,1925280,1925319,1925300,-,intergenic,KH.C8.865,KH.C8.865.v1.A.nonSL2-1
KhC9,3241102,3241162,3241124,-,TSS,KH.C9.305,KH.C9.305.v1.B.ND1-1
KhS1136,4373,4439,4385,+,TSS,KH.S1136.3,KH.S1136.3.v1.A.ND1-1
KhC9,4672743,4672792,4672750,-,TSS,KH.C9.883,KH.C9.883.v1.A.nonSL5-1
KhC4,1614273,1614276,1614273,-,intergenic,KH.C4.404,KH.C4.404.v1.A.ND1-1
KhC14,541767,541780,541778,-,TSS,KH.C14.203,KH.C14.203.v1.A.nonSL2-1
KhC12,212495,212569,212497,+,intergenic,KH.C12.238,KH.C12.238.v1.A.nonSL3-1
KhC6,1915621,1915623,1915621,-,TSS,KH.C6.158,KH.C6.158.v2.A.nonSL2-1
KhC5,673753,673753,673753,-,TSS,KH.C5.563,KH.C5.563.v1.A.ND1-1
KhC14,2883566,2883617,2883602,-,TSS,KH.C14.502,KH.C14.502.v1.A.nonSL9-1
KhL170,107528,107539,107528,-,TSS,KH.L170.28,KH.L170.28.v2.A.nonSL7-1
KhC1,7502233,7502262,7502241,-,intergenic,KH.C1.1304,KH.C1.1304.v1.B.ND1-1
KhL41,318276,318347,318276,-,TSS,KH.L41.57,KH.L41.57.v1.C.nonSL3-1
KhC14,3906173,3906183,3906178,+,TSS,KH.C14.334,KH.C14.334.v1.B.ND1-1
KhC3,6146983,6147005,6146983,-,TSS,KH.C3.710,KH.C3.710.v1.A.ND1-1
KhC2,2900526,2900627,2900597,+,TSS,KH.C2.298,KH.C2.298.v1.A.nonSL8-1
KhL116,297596,297795,297703,+,TSS,KH.L116.31,KH.L116.31.v1.A.nonSL6-1
KhC4,4389881,4389924,4389881,+,intergenic,KH.C4.3,KH.C4.3.v1.A.ND1-1
KhC9,3803582,3803633,3803590,-,intergenic,KH.C9.835,KH.C9.835.v1.A.nonSL2-1
KhL18,927114,927191,927184,-,TSS,KH.L18.28,KH.L18.28.v2.A.nonSL7-1
KhS388,48020,48020,48020,-,intron,KH.S388.5,KH.S388.5.v1.B.ND1-1
KhC9,1748540,1748550,1748545,-,TAS,KH.C9.30,KH.C9.30.v3.A.SL8-1
KhC6,337382,337395,337395,-,intron,KH.C6.132,KH.C6.132.v6.A.SL3-1
KhL142,41051,41063,41059,+,TSS,KH.L142.4,KH.L142.4.v1.A.nonSL4-2
KhL119,149328,149400,149331,-,TSS,KH.L119.24,KH.L119.24.v1.A.nonSL2-1
KhC8,3486053,3486073,3486067,-,TSS,KH.C8.849,KH.C8.849.v1.A.nonSL5-1
KhC3,4257716,4257740,4257716,-,intergenic,KH.C3.767,KH.C3.767.v1.C.ND1-1
KhL3,75468,75564,75493,-,TSS,KH.L3.14,KH.L3.14.v1.C.nonSL5-1
KhC7,1117197,1117204,1117204,-,TSS,KH.C7.633,KH.C7.633.v1.A.nonSL3-1
KhC9,3370322,3370333,3370326,+,TSS,KH.C9.453,KH.C9.453.v1.A.nonSL17-1
KhC6,1574827,1574865,1574846,+,intergenic,KH.C6.208,KH.C6.208.v1.A.ND1-1
KhC9,4526102,4526102,4526102,+,TSS,KH.C9.386,KH.C9.386.v1.A.nonSL1-1
KhC11,3401616,3401621,3401619,+,intron,KH.C11.660,KH.C11.660.v1.A.ND1-1
KhC2,1697115,1697168,1697157,-,TSS,KH.C2.217,KH.C2.217.v1.A.nonSL6-1
KhC9,3760221,3760325,3760264,-,TSS,KH.C9.401,KH.C9.401.v1.A.ND1-1
KhC5,4450061,4450142,4450061,+,TSS,KH.C5.214,KH.C5.214.v1.A.nonSL6-1
KhS2020,157,210,162,+,TSS,KH.S2020.1,KH.S2020.1.v1.A.nonSL11-1
KhS115,142597,142922,142717,-,intergenic,KH.S115.17,KH.S115.17.v1.A.ND1-1
KhC12,4143326,4143413,4143355,+,TSS,KH.C12.299,KH.C12.299.v1.C.nonSL4-1
KhC7,1573527,1573610,1573576,+,TSS,KH.C7.281,KH.C7.281.v1.A.ND1-1
KhC11,1205619,1205641,1205641,+,intergenic,KH.C11.591,KH.C11.591.v1.A.ND1-1
KhC11,1178728,1178731,1178731,-,TSS,KH.C11.293,KH.C11.293.v1.B.ND1-1
KhC14,3158320,3158358,3158326,+,TSS,KH.C14.578,KH.C14.578.v2.A.ND1-2
KhC2,2443733,2443780,2443780,-,TSS,KH.C2.311,KH.C2.311.v1.A.nonSL2-1
KhC11,414342,414344,414344,-,TSS,KH.C11.291,KH.C11.291.v1.A.nonSL2-1
KhC4,3155486,3155519,3155509,-,TSS,KH.C4.300,KH.C4.300.v1.A.nonSL8-1
KhL84,37669,37679,37669,+,intergenic,KH.L84.21,KH.L84.21.v2.A.ND2-1
KhC2,4050526,4050544,4050526,+,TSS,KH.C2.310,KH.C2.310.v1.A.ND1-1
KhS918,11307,11340,11334,+,intergenic,No_transcripts,No_transcripts
KhC9,731934,731941,731940,-,TSS,KH.C9.410,KH.C9.410.v1.C.nonSL14-1
KhL13,278035,278035,278035,+,intergenic,No_transcripts,No_transcripts
KhC3,6159083,6159165,6159129,-,5UTR,KH.C3.835,KH.C3.835.v1.C.nonSL4-1
KhL95,51646,51674,51674,-,TSS,KH.L95.13,KH.L95.13.v1.A.ND2-1
KhC12,2093365,2093368,2093368,+,TSS,KH.C12.325,KH.C12.325.v1.A.nonSL15-1
KhC14,592332,592444,592357,-,TSS,KH.C14.136,KH.C14.136.v1.A.nonSL2-1
KhC4,502341,502343,502342,+,intron,KH.C4.188,KH.C4.188.v3.A.SL3-1
KhL55,13019,13037,13025,+,5UTR,KH.L55.7,KH.L55.7.v1.A.nonSL4-1
KhC1,8955458,8955494,8955483,-,TSS,KH.C1.1107,KH.C1.1107.v1.A.nonSL3-1
KhC14,2687149,2687151,2687149,+,intergenic,KH.C14.121,KH.C14.121.v1.B.nonSL3-1
KhL8,159548,159607,159591,+,TSS,KH.L8.22,KH.L8.22.v1.A.nonSL3-1
KhC11,821768,821856,821771,+,TSS,KH.C11.530,KH.C11.530.v1.A.nonSL3-1
KhL126,23751,23776,23766,-,5UTR,KH.L126.4,KH.L126.4.v2.A.nonSL4-1
KhC10,405042,405045,405045,-,TSS,KH.C10.591,KH.C10.591.v1.B.nonSL2-1
KhL141,295798,295848,295813,-,TSS,KH.L141.20,KH.L141.20.v1.A.ND2-1
KhC1,2407712,2407761,2407723,-,TSS,KH.C1.542,KH.C1.542.v1.A.nonSL4-1
KhC12,3162019,3162103,3162101,+,TSS,KH.C12.368,KH.C12.368.v1.A.nonSL2-1
KhL65,90437,90553,90502,-,TSS,KH.L65.8,KH.L65.8.v1.A.nonSL2-1
KhC4,3327778,3327794,3327781,+,TSS,KH.C4.226,KH.C4.226.v1.A.nonSL1-1
KhC10,3782021,3782024,3782021,+,TSS,KH.C10.175,KH.C10.175.v1.A.ND1-1
KhC11,4713933,4713934,4713933,-,intergenic,KH.C11.19,KH.C11.19.v1.A.ND1-1
KhC7,849278,849301,849295,-,TSS,KH.C7.261,KH.C7.261.v2.A.ND2-2
KhC8,5760072,5760103,5760079,+,intergenic,KH.C8.77,KH.C8.77.v1.A.ND1-1
KhC12,1249528,1249575,1249528,+,intergenic,KH.C12.687,KH.C12.687.v1.A.ND1-1
KhC11,2076507,2076510,2076510,+,intergenic,KH.C11.213,KH.C11.213.v1.A.ND1-1
KhS1794,5457,5457,5457,+,intergenic,No_transcripts,No_transcripts
KhC9,2745060,2745170,2745131,-,TSS,KH.C9.319,KH.C9.319.v1.A.nonSL3-1
KhS534,607,657,635,-,intergenic,No_transcripts,No_transcripts
KhL108,412000,412025,412000,+,TSS,KH.L108.13,KH.L108.13.v1.A.nonSL4-1
KhC13,1277989,1277990,1277990,+,TSS,KH.C13.163,KH.C13.163.v2.A.nonSL9-1
KhL35,77875,77938,77913,-,TSS,KH.L35.7,KH.L35.7.v1.C.ND1-1
KhC2,3668069,3668070,3668069,+,intergenic,KH.C2.764,KH.C2.764.v1.B.ND1-1
KhS902,14731,14861,14772,-,TSS,KH.S902.3,KH.S902.3.v1.A.nonSL6-1
KhL50,211336,211357,211350,-,TSS,KH.L50.2,KH.L50.2.v1.A.ND1-1
KhC2,3218928,3219039,3218928,+,TSS,KH.C2.256,KH.C2.256.v1.A.nonSL6-1
KhL24,149626,149638,149629,-,intergenic,KH.L24.22,KH.L24.22.v1.B.ND1-1
KhS854,7,19,13,+,intergenic,KH.S854.4,KH.S854.4.v1.A.ND1-1
KhC8,188030,188030,188030,+,TSS,KH.C8.20,KH.C8.20.v2.A.nonSL4-2
KhC13,1071079,1071116,1071093,+,TSS,KH.C13.23,KH.C13.23.v1.C.ND1-1
KhC4,3640725,3640772,3640743,-,TSS,KH.C4.345,KH.C4.345.v1.A.nonSL4-1
KhL18,321921,321974,321950,-,intergenic,KH.L18.38,KH.L18.38.v1.A.ND1-1
KhC8,2956622,2956742,2956622,+,TSS,KH.C8.548,KH.C8.548.v1.A.nonSL2-1
KhC4,220497,220580,220523,-,TSS,KH.C4.262,KH.C4.262.v1.A.nonSL3-1
KhS432,19426,19431,19431,+,TSS,KH.S432.4,KH.S432.4.v2.B.nonSL3-1
KhC2,1775497,1775528,1775509,-,intergenic,KH.C2.1062,KH.C2.1062.v1.A.ND1-1
KhC1,9575900,9575936,9575917,-,5UTR,KH.C1.457,KH.C1.457.v2.A.ND1-1
KhL71,36392,36419,36394,+,TSS,KH.L71.16,KH.L71.16.v1.A.nonSL2-1
KhC8,1556778,1556780,1556778,+,TSS,KH.C8.169,KH.C8.169.v1.A.nonSL3-1
KhC1,1331455,1331460,1331460,-,TSS,KH.C1.983,KH.C1.983.v1.A.nonSL3-1
KhC9,2408272,2408272,2408272,-,TSS,KH.C9.293,KH.C9.293.v1.A.ND1-1
KhC1,7403740,7403764,7403745,+,TSS,KH.C1.646,KH.C1.646.v2.A.nonSL6-1
KhC7,2202589,2202605,2202603,-,TSS,KH.C7.507,KH.C7.507.v1.A.nonSL2-1
KhL13,252410,252471,252441,-,TSS,KH.L13.14,KH.L13.14.v1.A.nonSL3-1
KhC8,2464484,2464485,2464485,-,TSS,KH.C8.470,KH.C8.470.v2.A.nonSL3-1
KhL119,140120,140120,140120,+,TSS,KH.L119.11,KH.L119.11.v1.A.nonSL2-1
KhC2,7522556,7522599,7522585,+,TSS,KH.C2.998,KH.C2.998.v1.A.nonSL8-1
KhS1089,3909,4015,3909,-,TSS,KH.S1089.1,KH.S1089.1.v1.A.nonSL6-1
KhS595,26554,26554,26554,-,TSS,KH.S595.6,KH.S595.6.v1.A.nonSL3-1
KhC12,992174,992177,992177,+,TSS,KH.C12.280,KH.C12.280.v1.A.nonSL2-1
KhC12,2090167,2090170,2090170,+,TSS,KH.C12.162,KH.C12.162.v1.A.nonSL6-1
KhL65,245368,245389,245387,-,TSS,KH.L65.15,KH.L65.15.v1.A.nonSL4-1
KhC14,2429512,2429587,2429581,-,TSS,KH.C14.428,KH.C14.428.v1.C.nonSL9-1
KhS447,3640,3640,3640,-,intergenic,No_transcripts,No_transcripts
KhC5,3392500,3392502,3392501,+,TSS,KH.C5.166,KH.C5.166.v1.A.nonSL4-1
KhL109,56689,56766,56719,-,5UTR,KH.L109.7,KH.L109.7.v1.A.ND1-1
KhC1,3477444,3477444,3477444,-,TSS,KH.C1.817,KH.C1.817.v1.A.nonSL1-1
KhC11,3467087,3467120,3467104,-,TSS,KH.C11.94,KH.C11.94.v1.A.nonSL3-1
KhC12,913022,913042,913038,+,intergenic,KH.C12.146,KH.C12.146.v1.A.nonSL2-1
KhL9,132714,132764,132733,+,intergenic,KH.L9.35,KH.L9.35.v1.A.ND1-1
KhC9,5521813,5521831,5521830,-,TSS,KH.C9.180,KH.C9.180.v1.A.nonSL4-1
KhS930,8056,8057,8057,-,intron,KH.S930.3,KH.S930.3.v1.A.ND1-1
KhC12,1042038,1042045,1042041,-,TSS,KH.C12.284,KH.C12.284.v1.A.nonSL5-1
KhC8,1551315,1551317,1551315,+,TSS,KH.C8.89,KH.C8.89.v1.A.nonSL6-1
KhC14,3478749,3478752,3478749,+,5UTR,KH.C14.520,KH.C14.520.v1.A.ND1-1
KhC6,1359527,1359537,1359531,+,TSS,KH.C6.106,KH.C6.106.v1.A.nonSL10-1
KhC3,5372667,5372708,5372688,+,intergenic,KH.C3.735,KH.C3.735.v2.C.ND2-1
KhL106,46624,46666,46652,+,TSS,KH.L106.19,KH.L106.19.v1.A.nonSL6-1
KhC12,2200734,2200875,2200830,+,intergenic,KH.C12.183,KH.C12.183.v1.B.ND1-1
KhC12,1143796,1143884,1143884,-,intergenic,KH.C12.161,KH.C12.161.v1.B.ND1-1
KhC2,5253739,5253781,5253768,+,TSS,KH.C2.874,KH.C2.874.v1.A.nonSL3-1
KhC4,640505,640508,640505,+,TSS,KH.C4.201,KH.C4.201.v1.A.nonSL2-1
KhC1,3020513,3020528,3020528,-,TSS,KH.C1.267,KH.C1.267.v2.A.nonSL7-1
KhC2,5106312,5106350,5106348,-,TSS,KH.C2.772,KH.C2.772.v1.A.nonSL4-1
KhC4,727458,727526,727483,-,intergenic,KH.C4.399,KH.C4.399.v1.A.nonSL23-1
KhC8,4074746,4074778,4074762,-,TSS,KH.C8.669,KH.C8.669.v1.A.nonSL4-1
KhC11,258352,258389,258364,+,intergenic,KH.C11.305,KH.C11.305.v2.A.ND1-1
KhC10,3717808,3717808,3717808,+,intergenic,KH.C10.407,KH.C10.407.v2.B.ND1-1
KhC8,1556510,1556554,1556551,-,TSS,KH.C8.370,KH.C8.370.v1.A.nonSL5-1
KhC8,3951956,3952003,3951991,-,TSS,KH.C8.222,KH.C8.222.v1.A.nonSL9-1
KhS653,8297,8337,8319,+,intergenic,KH.S653.4,KH.S653.4.v1.A.ND1-1
KhC10,4707750,4707767,4707751,-,TSS,KH.C10.488,KH.C10.488.v1.A.nonSL5-1
KhC7,1450052,1450054,1450054,+,intergenic,KH.C7.300,KH.C7.300.v1.A.nonSL2-1
KhC10,2563630,2563670,2563670,-,TSS,KH.C10.468,KH.C10.468.v1.A.nonSL2-1
KhC5,3033311,3033313,3033311,+,TSS,KH.C5.227,KH.C5.227.v1.A.nonSL5-1
KhL14,12840,12890,12874,-,TSS,KH.L14.2,KH.L14.2.v1.A.nonSL6-1
KhC11,2828110,2828241,2828216,-,TSS,KH.C11.509,KH.C11.509.v1.A.ND1-1
KhC8,4506404,4506477,4506437,+,TSS,KH.C8.835,KH.C8.835.v1.A.nonSL7-1
KhS573,21340,21400,21378,-,TSS,KH.S573.8,KH.S573.8.v1.B.nonSL2-1
KhC3,4187149,4187220,4187169,+,intron,KH.C3.867,KH.C3.867.v1.C.ND1-1
KhS1136,1151,1190,1166,-,intergenic,No_transcripts,No_transcripts
KhC1,3194178,3194198,3194178,-,TSS,KH.C1.1251,KH.C1.1251.v1.A.ND1-1
KhS590,26161,26182,26161,+,TSS,KH.S590.4,KH.S590.4.v3.A.nonSL6-1
KhC5,831431,831466,831431,-,intergenic,KH.C5.318,KH.C5.318.v1.B.ND1-1
KhC1,4929024,4929024,4929024,+,intron,KH.C1.1213,KH.C1.1213.v1.A.SL1-1
KhC4,1786447,1786508,1786473,+,intergenic,KH.C4.392,KH.C4.392.v1.A.nonSL4-1
KhC11,1580533,1580583,1580573,+,TSS,KH.C11.230,KH.C11.230.v1.A.nonSL4-1
KhC9,6340952,6340952,6340952,+,intron,KH.C9.36,KH.C9.36.v1.A.SL3-1
KhL60,31237,31257,31252,+,TSS,KH.L60.9,KH.L60.9.v2.B.nonSL4-1
KhC4,2358428,2358474,2358434,+,TSS,KH.C4.703,KH.C4.703.v1.A.nonSL11-1
KhC3,3564278,3564362,3564278,-,TSS,KH.C3.53,KH.C3.53.v1.A.nonSL7-1
KhC1,6346027,6346066,6346049,-,intergenic,KH.C1.433,KH.C1.433.v1.A.nonSL3-1
KhC8,3064617,3064684,3064674,-,TSS,KH.C8.200,KH.C8.200.v2.A.nonSL4-1
KhC11,557653,557695,557656,+,intergenic,KH.C11.491,KH.C11.491.v1.A.ND1-1
KhS854,7627,7629,7627,+,TSS,KH.S854.4,KH.S854.4.v1.A.nonSL4-1
KhL87,114188,114217,114209,-,TSS,KH.L87.33,KH.L87.33.v1.A.nonSL2-1
KhS642,1018,1087,1058,+,TSS,KH.S642.1,KH.S642.1.v2.A.nonSL5-1
KhC13,1526321,1526401,1526339,+,TSS,KH.C13.89,KH.C13.89.v1.A.nonSL8-1
KhL109,21037,21047,21043,+,TSS,KH.L109.4,KH.L109.4.v1.A.nonSL2-1
